i00347.tex: 
i01020.tex: 
i02709.tex: 
i04518.tex: 
i04519.tex: 
i04525.tex: 
i02249.tex: Alarm, annunciator: digital circuit 
i04342.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (feedforward w/ lag time compensation)
i04343.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (lead/lag and dead time function blocks)
i02468.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (limit controls)
i02482.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (limit, selector, and override controls introduction)
i02473.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (override controls)
i02558.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (override controls)
i04337.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (ratio)
i02469.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (selector controls)
i04335.tex: Reading assignment: Lessons In Industrial Instrumentation, basic control strategies (supervisory)
i03954.tex: Reading assignment: Lessons In Industrial Instrumentation, Buoyancy
i01702.tex: Reading assignment: Lessons In Industrial Instrumentation, cable routing
i04275.tex: Reading assignment: Lessons In Industrial Instrumentation, calculus (derivatives and integrals)
i04270.tex: Reading assignment: Lessons In Industrial Instrumentation, calculus (introduction)
i04277.tex: Reading assignment: Lessons In Industrial Instrumentation, calculus (numerical differentiation)
i04278.tex: Reading assignment: Lessons In Industrial Instrumentation, calculus (numerical integration)
i04272.tex: Reading assignment: Lessons In Industrial Instrumentation, calculus (the concept of differentiation)
i04274.tex: Reading assignment: Lessons In Industrial Instrumentation, calculus (the concept of integration)
i04091.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (atomic theory and chemical symbols)
i04090.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (basic terms and concepts)
i04099.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (electronic structure)
i04109.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (energy in chemical reactions)
i04122.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (ions in liquid solutions)
i04110.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (LEL and UEL explosive limits)
i04111.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (LEL and UEL explosive limits)
i04112.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (LEL and UEL explosive limits)
i04097.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (periodic table of the elements)
i04129.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (pH)
i04121.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (solutions)
i04101.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (spectroscopy)
i04106.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (stoichiometry)
i04107.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (stoichiometry)
i04108.tex: Reading assignment: Lessons In Industrial Instrumentation, Chemistry (stoichiometry)
i03027.tex: Reading assignment: Lessons In Industrial Instrumentation, circles, sine waves, and cosine waves
i01245.tex: Reading assignment: Lessons In Industrial Instrumentation, circuit breakers and disconnects
i04266.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (analog electronic PID controllers, intro)
i04267.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (analog electronic PID controllers, proportional action)
i00813.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (basic principles)
i04254.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (basic principles)
i04310.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (D and I analog electronic control)
i04301.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (Derivative (rate) control)
i01642.tex: Reading assignment: Lessons In Industrial Instrumentation, Closed-Loop Control (different PID equations)
i02922.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (digital PID controllers)
i04284.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (integral control)
i02920.tex: Reading assignment: Lessons In Industrial Instrumentation, Closed-Loop Control -- introduction to pseudocode)
i04255.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (on/off control)
i04300.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (P, I, and D responses graphed)
i04311.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (PID analog electronic control)
i04299.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (PID term summary)
i04313.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (Pneumatic controller derivative action)
i04264.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (pneumatic PID controllers)
i04265.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (pneumatic PID controllers, auto and manual modes)
i04298.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (pneumatic PID controllers, integral control action)
i04256.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (proportional-only control)
i04283.tex: Reading assignment: Lessons In Industrial Instrumentation, closed-loop control (proportional-only offset)
i00828.tex: Reading assignment: Lessons In Industrial Instrumentation, concepts of probability (introduction)
i04073.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (Coriolis flow measurement)
i04044.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (high-accuracy flow measurement)
i04023.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (inertial)
i04042.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (installation of pressure-based flow elements)
i04064.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (magnetic flowmeters)
i04072.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (mass flow measurement)
i04040.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (orifice plates)
i04041.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (other differential producers)
i04025.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (positive displacement)
i04061.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (positive displacement flowmeters)
i04020.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (pressure-based)
i04027.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (rate-of-change)
i04024.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (thermal)
i04077.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (Thermal flow measurement)
i04055.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (turbine flowmeters)
i04068.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (ultrasonic flowmeters)
i04021.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (variable-area)
i04022.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (velocity)
i04037.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (venturi tubes)
i04038.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (volumetric and mass flow calculations)
i04039.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (volumetric and mass flow calculations)
i04058.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (vortex flowmeters)
i04026.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (weighfeeders)
i04082.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Fluid Flow Measurement (weir flow measurement)
i03945.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (capacitance)
i03964.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (capacitance)
i03942.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (displacement)
i03952.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (displacement)
i03944.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (echo)
i03941.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (hydrostatic)
i03948.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (hydrostatic pressure)
i03949.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (hydrostatic pressure -- bubbler)
i03951.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (hydrostatic pressure -- compensated legs)
i03950.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (hydrostatic pressure -- elevation and suppression)
i03959.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (interface level measurement using displacers)
i03957.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (interface level measurement using hydrostatic pressure)
i03962.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (magnetostrictive level measurement)
i03946.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (nuclear)
i03961.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (radar level measurement)
i03965.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (radiation)
i03940.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (sightglasses and floats)
i03956.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (sightglass interfaces)
i03960.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (ultrasonic level measurement)
i03943.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (weight)
i03963.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Level Measurement (weight)
i03899.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Pressure Measurement (overview)
i03902.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Pressure Measurement (overview)
i03971.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (bimetallic)
i03975.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (non-contact pyrometers)
i04017.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (non-contact sensors)
i03973.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (RTDs and thermistors)
i03984.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (RTDs and thermistors)
i03985.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (RTDs and thermistors)
i03986.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03987.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03988.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03989.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03990.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03991.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03992.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03993.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03994.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i03995.tex: Reading assignment: Lessons In Industrial Instrumentation, Continuous Temperature Measurement (thermocouples)
i04238.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve characterization (characterized trim)
i04235.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve characterization (inherent, vs. installed characteristics)
i04236.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve characterization (performance with constant pressure)
i04237.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve characterization (performance with varying pressure)
i04244.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve problems (cavitation)
i04247.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve problems (chemical attack)
i04245.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve problems (choked flow)
i04247.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve problems (erosion)
i04243.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve problems (flashing)
i04242.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve problems (mechanical friction)
i04245.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve problems (noise)
i04241.tex: Reading assignment: Lessons In Industrial Instrumentation, control valve problems (seat leakage)
i04192.tex: Reading assignment: Lessons In Industrial Instrumentation, Control Valves (direct/reverse actions)
i04225.tex: Reading assignment: Lessons In Industrial Instrumentation, control valves (energy dissipation)
i04201.tex: Reading assignment: Lessons In Industrial Instrumentation, Control Valves (failure modes)
i04184.tex: Reading assignment: Lessons In Industrial Instrumentation, Control Valves (globe valves)
i04226.tex: Reading assignment: Lessons In Industrial Instrumentation, control valves (importance of proper sizing)
i04206.tex: Reading assignment: Lessons In Industrial Instrumentation, Control Valves (packing)
i04190.tex: Reading assignment: Lessons In Industrial Instrumentation, Control Valves (pneumatic actuators)
i04191.tex: Reading assignment: Lessons In Industrial Instrumentation, Control Valves (pneumatic actuators)
i04227.tex: Reading assignment: Lessons In Industrial Instrumentation, control valves (relative flow capacity)
i04187.tex: Reading assignment: Lessons In Industrial Instrumentation, Control Valves (rotary-stem valves)
i04183.tex: Reading assignment: Lessons In Industrial Instrumentation, Control Valves (sliding-stem control valves)
i01244.tex: Reading assignment: Lessons In Industrial Instrumentation, current transformers
i00869.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (bridge circuits)
i00868.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (circuit fault analysis)
i00861.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (electrical current)
i00862.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (electrical power)
i00863.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (electrical resistance and ohm's law)
i00867.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (electrical sources and loads)
i00860.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (electrical voltage)
i00865.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (kirchhoff's laws)
i00870.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (null-balance voltage measurement)
i00864.tex: Reading assignment: Lessons In Industrial Instrumentation, DC Electricity (series versus parallle circuits)
i03031.tex: Reading assignment: Lessons In Industrial Instrumentation, differential (87) current protection
i03032.tex: Reading assignment: Lessons In Industrial Instrumentation, differential (87) protection
i03900.tex: Reading assignment: Lessons In Industrial Instrumentation, Differential Pressure Transmitters
i03901.tex: Reading assignment: Lessons In Industrial Instrumentation, Differential Pressure Transmitters
i00884.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital Data Acquisition and Networks (analog input references and connections)
i00882.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital Data Acquisition and Networks (instrumentation amplifiers)
i04396.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (analog-digital conversion)
i04400.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (bit encoding)
i04403.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (channel arbitration)
i04447.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (command-line diagnostic utilities)
i04398.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (communication intro)
i04401.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (communication speed)
i04402.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (data frames)
i04462.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (HART basic concepts)
i04464.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (HART multidrop)
i04465.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (HART multivariable transmitters)
i04463.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (HART physical layer)
i04444.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (Internet protocol)
i04394.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (intro)
i02609.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (introduction to Modbus)
i04445.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (IP addresses)
i04467.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (Modbus data frames)
i04468.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (Modbus function codes)
i04395.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (numerical data)
i04404.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (OSI reference model)
i04399.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (serial data)
i04446.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (subnetworks)
i04448.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (TCP/UDP)
i04397.tex: Reading assignment: Lessons In Industrial Instrumentation, Digital data and networks (textual data)
i03966.tex: Reading assignment: Lessons In Industrial Instrumentation, Discrete Process Measurement (level switches)
i03022.tex: Reading assignment: Lessons In Industrial Instrumentation, electrical power grids
i03912.tex: Reading assignment: Lessons In Industrial Instrumentation, electrical pressure elements
i03913.tex: Reading assignment: Lessons In Industrial Instrumentation, electrical pressure elements
i03914.tex: Reading assignment: Lessons In Industrial Instrumentation, electrical pressure elements
i03977.tex: Reading assignment: Lessons In Industrial Instrumentation, Elementary Thermodynamics (heat and temperature)
i03978.tex: Reading assignment: Lessons In Industrial Instrumentation, Elementary Thermodynamics (heat and transfer)
i03981.tex: Reading assignment: Lessons In Industrial Instrumentation, Elementary Thermodynamics (phase changes)
i03610.tex: Reading assignment: Lessons In Industrial Instrumentation, Elementary Thermodynamics (phase diagrams and critical points)
i03979.tex: Reading assignment: Lessons In Industrial Instrumentation, Elementary Thermodynamics (specific heat)
i04421.tex: Reading assignment: Lessons In Industrial Instrumentation, Ethernet (cabling)
i04419.tex: Reading assignment: Lessons In Industrial Instrumentation, Ethernet (intro)
i04420.tex: Reading assignment: Lessons In Industrial Instrumentation, Ethernet (repeaters)
i04422.tex: Reading assignment: Lessons In Industrial Instrumentation, Ethernet (switching hubs)
i04035.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid Mechanics (Bernoulli's Equation)
i04036.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid Mechanics (flow through a venturi tube)
i03947.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid mechanics (Fluid density expressions)
i03896.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid mechanics (Manometers)
i03895.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid mechanics (Pascal's Principle and hydrostatic pressure)
i03894.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid mechanics (pressure)
i04031.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid Mechanics (Reynolds number)
i04032.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid Mechanics (Reynolds number)
i04030.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid Mechanics (viscosity)
i04178.tex: Reading assignment: Lessons In Industrial Instrumentation, Fluid power systems
i04591.tex: Reading assignment: Lessons In Industrial Instrumentation, FOUNDATION Fieldbus (configuration files)
i04556.tex: Reading assignment: Lessons In Industrial Instrumentation, FOUNDATION Fieldbus (FF design philosophy)
i04568.tex: Reading assignment: Lessons In Industrial Instrumentation, FOUNDATION Fieldbus (FF device configuration and commissioning)
i04560.tex: Reading assignment: Lessons In Industrial Instrumentation, FOUNDATION Fieldbus (FF function blocks)
i04559.tex: Reading assignment: Lessons In Industrial Instrumentation, FOUNDATION Fieldbus (H1 FF data link layer)
i04557.tex: Reading assignment: Lessons In Industrial Instrumentation, FOUNDATION Fieldbus (H1 FF physical layer)
i04569.tex: Reading assignment: Lessons In Industrial Instrumentation, FOUNDATION Fieldbus (H1 FF segment troubleshooting)
i04233.tex: Reading assignment: Lessons In Industrial Instrumentation, gas valve sizing
i04234.tex: Reading assignment: Lessons In Industrial Instrumentation, gas valve sizing
i04502.tex: Reading assignment: Lessons In Industrial Instrumentation, hand and limit switches
i01248.tex: Reading assignment: Lessons In Industrial Instrumentation, instantaneous and time-overcurrent (50/51) protection
i03889.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrumentation Documents (Functional diagrams)
i03888.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrumentation Documents (loop diagrams)
i03886.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrumentation Documents (PFD's)
i03887.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrumentation Documents (P&ID's)
i04312.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrumentation Documents (tag names)
i01022.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03903.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03904.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03905.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03906.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03907.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03908.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03909.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03910.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Calibration
i03892.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Connections
i04413.tex: Reading assignment: Lessons In Industrial Instrumentation, instrument connections (electric field de-coupling)
i04415.tex: Reading assignment: Lessons In Industrial Instrumentation, instrument connections (high-frequency cables)
i04414.tex: Reading assignment: Lessons In Industrial Instrumentation, instrument connections (magnetic field de-coupling)
i04412.tex: Reading assignment: Lessons In Industrial Instrumentation, instrument connections (signal coupling and cable separation)
i03893.tex: Reading assignment: Lessons In Industrial Instrumentation, Instrument Connections (tube fittings)
i03033.tex: Reading assignment: Lessons In Industrial Instrumentation, instrument transformer burden and accuracy
i03026.tex: Reading assignment: Lessons In Industrial Instrumentation, instrument transformer safety
i01246.tex: Reading assignment: Lessons In Industrial Instrumentation, instrument transformer test switches
i01247.tex: Reading assignment: Lessons In Industrial Instrumentation, instrument transformer test switches
i03030.tex: Reading assignment: Lessons In Industrial Instrumentation, interconnected generators
i03862.tex: Reading assignment: Lessons In Industrial Instrumentation, Introduction to Industrial Instrumentation
i03863.tex: Reading assignment: Lessons In Industrial Instrumentation, Introduction to Industrial Instrumentation
i03864.tex: Reading assignment: Lessons In Industrial Instrumentation, Introduction to Industrial Instrumentation
i03865.tex: Reading assignment: Lessons In Industrial Instrumentation, Introduction to Industrial Instrumentation
i03868.tex: Reading assignment: Lessons In Industrial Instrumentation, Introduction to Industrial Instrumentation
i03869.tex: Reading assignment: Lessons In Industrial Instrumentation, Introduction to Industrial Instrumentation
i02856.tex: Reading assignment: Lessons In Industrial Instrumentation, introduction to power system automation
i03841.tex: Reading assignment: Lessons In Industrial Instrumentation, line reactors in motor speed control circuits
i01024.tex: Reading assignment: Lessons In Industrial Instrumentation, marking versus highlighting a text
i04495.tex: Reading assignment: Lessons In Industrial Instrumentation, motor contactors
i04497.tex: Reading assignment: Lessons In Industrial Instrumentation, Motor control circuit wiring
i04496.tex: Reading assignment: Lessons In Industrial Instrumentation, Motor protection
i02986.tex: Reading assignment: Lessons In Industrial Instrumentation, overpressure protection devices
i03043.tex: Reading assignment: Lessons In Industrial Instrumentation, phasor arithmetic
i03028.tex: Reading assignment: Lessons In Industrial Instrumentation, phasor expressions of phase shifts
i03029.tex: Reading assignment: Lessons In Industrial Instrumentation, phasors and circuit measurements
i04231.tex: Reading assignment: Lessons In Industrial Instrumentation, physics (rotational motion)
i04028.tex: Reading assignment: Lessons In Industrial Instrumentation, Physics (work, energy, and power)
i04332.tex: Reading assignment: Lessons In Industrial Instrumentation, PID tuning (before you tune . . .)
i04330.tex: Reading assignment: Lessons In Industrial Instrumentation, PID tuning (heuristic)
i04331.tex: Reading assignment: Lessons In Industrial Instrumentation, PID tuning (identifying operational needs)
i04333.tex: Reading assignment: Lessons In Industrial Instrumentation, PID tuning (identifying process and system hazards)
i04334.tex: Reading assignment: Lessons In Industrial Instrumentation, PID tuning (identifying the problems)
i04328.tex: Reading assignment: Lessons In Industrial Instrumentation, PID tuning (Z-N closed-loop)
i04329.tex: Reading assignment: Lessons In Industrial Instrumentation, PID tuning (Z-N open-loop)
i04232.tex: Reading assignment: Lessons In Industrial Instrumentation, pipe flanges
i03928.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (analogy to opamp circuits)
i03929.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (analogy to opamp circuits)
i03930.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (analogy to opamp circuits)
i03933.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (Fisher 546 I/P transducer analysis)
i03931.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (Foxboro 13A DP transmitter analysis)
i03932.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (Foxboro E69 I/P transducer analysis)
i03925.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (pilots and relays)
i03924.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (pneumatic sensing elements)
i03926.tex: Reading assignment: Lessons In Industrial Instrumentation, Pneumatic Instrumentation (self-balancing systems)
i04759.tex: Reading assignment: Lessons In Industrial Instrumentation, polyphase AC power
i01243.tex: Reading assignment: Lessons In Industrial Instrumentation, potential transformers
i03917.tex: Reading assignment: Lessons In Industrial Instrumentation, Pressure sensor accessories (bleed fittings)
i03920.tex: Reading assignment: Lessons In Industrial Instrumentation, Pressure sensor accessories (filled and purged impulse lines)
i03921.tex: Reading assignment: Lessons In Industrial Instrumentation, Pressure sensor accessories (heat tracing and heated enclosures)
i03918.tex: Reading assignment: Lessons In Industrial Instrumentation, Pressure sensor accessories (pulsation dampers)
i03919.tex: Reading assignment: Lessons In Industrial Instrumentation, Pressure sensor accessories (remote and chemical seals)
i03916.tex: Reading assignment: Lessons In Industrial Instrumentation, Pressure sensor accessories (transmitter manifolds)
i03922.tex: Reading assignment: Lessons In Industrial Instrumentation, Pressure sensor accessories (water traps and pigtail siphons)
i03934.tex: Reading assignment: Lessons In Industrial Instrumentation, Pressure switches
i04324.tex: Reading assignment: Lessons In Industrial Instrumentation, process characteristics (dead time)
i04325.tex: Reading assignment: Lessons In Industrial Instrumentation, process characteristics (hysteresis)
i04317.tex: Reading assignment: Lessons In Industrial Instrumentation, process characteristics (integrating)
i04322.tex: Reading assignment: Lessons In Industrial Instrumentation, process characteristics (lag time)
i04323.tex: Reading assignment: Lessons In Industrial Instrumentation, process characteristics (multiple lags)
i04319.tex: Reading assignment: Lessons In Industrial Instrumentation, process characteristics (process gain)
i04318.tex: Reading assignment: Lessons In Industrial Instrumentation, process characteristics (runaway)
i04316.tex: Reading assignment: Lessons In Industrial Instrumentation, process characteristics (self-regulating)
i04646.tex: Reading assignment: Lessons In Industrial Instrumentation, process dependability.(SIS intro)
i04640.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (classified areas, protective measures)
i04641.tex: Reading assignment: Lessons In Industrial Instrumentation, process safety (classified areas, taxonomy)
